frame,visible_voxels
1099,149780,
1100,149722,
1101,149304,
1102,148855,
1103,148279,
1104,147524,
1105,146928,
1106,146402,
1107,145835,
1108,145280,
1109,145280,
1110,144942,
1111,144467,
1112,144079,
1113,142940,
1114,142940,
1115,142293,
1116,141869,
1117,141556,
1118,140669,
1119,140433,
1120,140433,
1121,139618,
1122,139618,
1123,138573,
1124,138573,
1125,137999,
1126,137543,
1127,136931,
1128,136521,
1129,135905,
1130,135905,
1131,135597,
1132,134720,
1133,134138,
1134,133497,
1135,133000,
1136,133000,
1137,132357,
1138,131568,
1139,131149,
1140,130187,
1141,130187,
1142,129242,
1143,128821,
1144,128144,
1145,128144,
1146,126820,
1147,126098,
1148,126098,
1149,125070,
1150,125070,
1151,124045,
1152,124045,
1153,123513,
1154,123086,
1155,122594,
1156,121953,
1157,120955,
1158,120347,
1159,120347,
1160,118984,
1161,118241,
1162,117430,
1163,116764,
1164,116072,
1165,115350,
1166,114872,
1167,114404,
1168,114404,
1169,113834,
1170,112824,
1171,112029,
1172,111414,
1173,110550,
1174,109797,
1175,109797,
1176,108449,
1177,107497,
1178,107497,
1179,106485,
1180,105605,
1181,104561,
1182,103017,
1183,102215,
1184,101453,
1185,100368,
1186,98968,
1187,98968,
1188,96122,
1189,94996,
1190,93917,
1191,92847,
1192,92093,
1193,92093,
1194,90940,
1195,89942,
1196,89834,
1197,89607,
1198,89118,
1199,87841,
1200,87841,
1201,87483,
1202,87234,
1203,86645,
1204,86115,
1205,86184,
1206,85811,
1207,85461,
1208,85442,
1209,85442,
1210,84949,
1211,84848,
1212,84935,
1213,84632,
1214,84501,
1215,84380,
1216,84408,
1217,84408,
1218,84381,
1219,84298,
1220,84223,
1221,84205,
1222,84116,
1223,84116,
1224,84315,
1225,84142,
1226,84370,
1227,84295,
1228,84638,
1229,84638,
1230,84765,
1231,84867,
1232,85168,
1233,85514,
1234,85514,
1235,85380,
1236,86124,
1237,86539,
1238,86543,
1239,87131,
1240,87525,
1241,87743,
1242,88002,
1243,88988,
1244,89510,
1245,90116,
1246,90833,
1247,91470,
1248,92462,
1249,93119,
1250,94520,
1251,95996,
1252,95996,
1253,97928,
1254,100564,
1255,105529,
1256,109044,
1257,114758,
1258,118218,
1259,128057,
1260,126841,
1261,125813,
1262,126762,
1263,127555,
1264,128121,
1265,129916,
1266,129916,
1267,131242,
1268,131725,
1269,131725,
1270,132530,
1271,132874,
1272,133830,
1273,134695,
1274,134695,
1275,135356,
1276,136586,
1277,136976,
1278,137420,
1279,137420,
1280,137973,
1281,138767,
1282,139171,
1283,139848,
1284,140758,
1285,140758,
1286,141800,
1287,141800,
1288,142073,
1289,143220,
1290,143646,
1291,143742,
1292,144317,
1293,144518,
1294,145290,
1295,145614,
1296,146009,
1297,146351,
1298,146643,
1299,146980,
1300,147371,
1301,147371,
1302,148168,
1303,148494,
1304,148494,
1305,148887,
1306,149690,
1307,149690,
1308,150115,
1309,150821,
1310,150821,
1311,151597,
1312,151932,
1313,152404,
1314,152404,
1315,152994,
1316,153390,
1317,153727,
1318,153727,
1319,154117,
1320,154831,
1321,154831,
1322,155143,
1323,155589,
1324,155824,
1325,156425,
1326,156425,
1327,156989,
1328,157240,
1329,157803,
1330,157803,
1331,158104,
1332,158382,
1333,158951,
1334,158951,
1335,159291,
1336,159308,
1337,159710,
1338,159821,
1339,160187,
1340,160352,
1341,160720,
1342,160825,
1343,161026,
1344,161516,
1345,161981,
1346,162268,
1347,162524,
1348,162904,
1349,163090,
1350,163090,
1351,163424,
1352,163506,
1353,163571,
1354,163944,
1355,164097,
1356,164478,
1357,164774,
1358,164899,
1359,165442,
1360,165682,
1361,166093,
1362,166455,
1363,166852,
1364,167213,
1365,167544,
1366,167958,
1367,168170,
1368,168833,
1369,169173,
1370,169523,
1371,169523,
1372,170046,
1373,170501,
1374,170501,
1375,171015,
1376,171547,
1377,172049,
1378,172517,
1379,173126,
1380,173752,
1381,174535,
1382,174809,
1383,174809,
1384,175417,
1385,175599,
1386,176057,
1387,176289,
1388,176289,
1389,176836,
1390,177184,
1391,177615,
1392,178271,
1393,178271,
1394,178589,
1395,178840,
1396,178686,
1397,178883,
1398,179034,
1399,179278,
1400,179696,
1401,180057,
1402,180057,
1403,180459,
1404,180843,
1405,180738,
1406,180959,
1407,181033,
1408,181033,
1409,181109,
1410,181398,
1411,181540,
1412,181540,
1413,181796,
1414,182223,
1415,182263,
1416,182483,
1417,182483,
1418,182344,
1419,182381,
1420,182554,
1421,182549,
1422,182675,
1423,183020,
1424,183605,
1425,183605,
1426,183755,
1427,183675,
1428,183549,
1429,183549,
1430,183718,
1431,183843,
1432,183843,
1433,183924,
1434,184359,
1435,184371,
1436,184274,
1437,184330,
1438,184389,
1439,184177,
1440,184065,
1441,184065,
1442,184342,
1443,184259,
1444,184373,
1445,184553,
1446,184407,
1447,184837,
1448,184644,
1449,184726,
1450,184758,
1451,184672,
1452,184887,
1453,185013,
1454,185123,
1455,185166,
1456,185153,
1457,185140,
1458,185376,
1459,185035,
1460,185276,
1461,185437,
1462,185376,
1463,185702,
1464,185759,
1465,185634,
1466,185634,
1467,185761,
1468,185575,
1469,185575,
1470,185639,
1471,185772,
1472,185957,
1473,186033,
1474,186201,
1475,186201,
1476,185904,
1477,185904,
1478,185979,
1479,185738,
1480,185803,
1481,185960,
